trade_date,ts_code,open,high,low,close,pre_close,pct_chg,vol,amount,buy_sm_amount,sell_sm_amount,buy_md_amount,sell_md_amount,buy_lg_amount,sell_lg_amount,net_mf_amount,cost_50pct,cost_5pct,cost_15pct,cost_85pct,cost_95pct,weight_avg,winner_rate,his_low,his_high,turnover_rate,turnover_rate_f,volume_ratio,circ_mv,total_mv,industry
20240101,000000.SZ,29.749895411869367,29.755872353629318,28.971515329822576,29.713312449692427,29.713312449692427,0.0,82149.49408199714,24409.3358524254,30048.793525830504,4091.3270887094186,19416.30779351084,244.093358524254,7943.07053229699,2975.18599379889,24140.098973484688,30.02064975305118,25.820355528548056,28.48935583439252,31.223354591286835,32.802866769248006,30.03159761785152,40.514158724578145,19.596438313187733,43.68526230319027,6.920483828416215,10.970577338365993,1.2959037060857779,1054.3795808310747,1431.9673131876175,电子
20240101,000001.SZ,17.793127539235392,17.98812885321703,17.672648563666066,17.77829670208809,17.77829670208809,0.0,413229.6311992388,73465.18989554506,22884.409936464028,56190.740182004265,28396.936310427023,29756.583736852863,36946.95181369032,52498.193520276924,-16910.889133012442,18.207307189363522,17.181185990798276,16.432627062631408,19.031233186461012,19.918798853973627,17.91447672083506,53.31610745690055,15.266653439847348,26.009946629910672,7.97829043512905,12.956667210481926,1.2079791815773757,160.00243098388475,247.65261451993666,医药
20240101,000002.SZ,36.56172805217158,37.00548194632853,36.140648391953754,36.7122333569697,36.7122333569697,0.0,205945.17444393734,75607.0730292766,756.0707302927659,81857.786111986,6685.484175106677,49112.82054427141,756.0707302927659,75070.37828139403,-116741.643920266,37.05424257750467,32.57561766976846,35.83193110646607,40.013630092223195,40.00345255075583,37.55514721746201,37.66703101936321,30.00790113135942,56.827816534111165,6.413778856324979,12.006273713776988,1.817963022609343,1105.2565282624691,1640.0841481406078,机械
20240101,000003.SZ,40.20086432503222,40.66243161447654,39.30306068940191,39.9160256459938,39.9160256459938,0.0,200859.55024666892,80175.14958888816,2838.411702243825,22743.277489253735,15283.643229890591,54811.37869901844,44825.850676103706,801.7514958888817,4496.363711086982,38.08060527026923,36.09885234019057,35.41379985952856,39.58822530861842,41.58663214451846,38.499449604306356,44.664205949988244,32.096521822342204,67.22528958122454,1.9934497209646536,2.3700696728180017,2.1958094384511613,451.43207355409754,560.7320835191011,化工
20240101,000004.SZ,12.738320284436625,12.897715904689203,12.533415793319216,12.583519768724413,12.583519768724413,0.0,171527.77825386703,21584.231885429133,877.5021494681389,29796.146725238552,2217.436351716318,29614.618250752366,215.84231885429134,23512.00237345784,-50693.341953639596,12.394927105650519,10.685946730173766,11.45995437414497,13.209528344420143,14.010322103474879,12.489938368971375,61.87814466633044,9.383756171818199,19.90800976650288,5.586346129088756,8.61515890973607,0.8557338903380822,777.3645391553812,865.644958925274,计算机
20240101,000005.SZ,16.22777195570349,16.370516948531286,16.16336926860396,16.336607482874964,16.336607482874964,0.0,109080.46890211519,17820.048045018048,19725.94998821394,7639.279082947677,9430.05379671509,5215.627088328594,13521.689189285946,6353.763199688749,11382.352697983693,15.899604755761729,13.65711598670673,14.78193066665267,17.13754038339412,18.023862735115852,16.130602071679693,44.53593498349535,14.370882015505169,21.39149122784461,1.9913082420575108,2.0630443776158853,0.3831045261726303,2086.8026257659226,2773.415029571799,银行
20240101,000006.SZ,28.47915619069421,28.553502564112815,27.979019463420798,28.356580225661673,28.356580225661673,0.0,132370.12725036498,37535.64132856019,31052.91934260471,375.3564132856019,26670.046436789195,5635.94142699175,35497.24933556055,9449.92308064631,47081.43126471168,29.217361381837577,26.975548409975932,28.218672112463334,30.522674084512087,32.42554377552598,29.997735168708925,20.619571901116554,24.398375623398508,33.018209092789455,1.6929346441864916,2.9644096513595226,0.34875932065201465,362.7184265588002,419.4948003887579,汽车
20240101,000007.SZ,23.28391351120557,23.976691332544956,23.218284578839192,23.693023335964263,23.693023335964263,0.0,228401.43080598314,54115.20430053786,95715.01680151912,541.1520430053786,65473.178611125295,541.1520430053786,53209.85212476288,541.1520430053786,117600.72664987741,24.49999518050024,23.12275458591901,22.986368398342286,25.923726036072065,26.469306564235588,24.904508127094104,25.200675455280923,15.015390694389833,36.7854299693114,1.7672090872200248,2.4336500031482493,1.7383991578865474,221.14715810671365,240.07966707737046,电力
20240101,000008.SZ,27.4598994133011,27.92788993129364,26.807956930038447,27.350179799297436,27.350179799297436,0.0,130120.9679852298,35588.3187005466,17537.20551466593,355.883187005466,32910.290775606896,9637.430685288737,21854.528397288384,24650.77628106555,20476.612206540995,27.260606303444376,25.790688909411006,26.075479795664403,29.625521327206464,29.72914844593766,27.6994952899497,46.485438655091905,15.155296318491107,37.26393331504858,1.6991580532917938,1.9319062644963414,0.5960621437344924,655.0825048740269,853.7326648122522,电子
20240101,000009.SZ,18.99269808293915,19.293968680105298,18.799081903756587,19.20823226845388,19.20823226845388,0.0,202094.7173233971,38818.82270575342,49440.280900804115,388.18822705753416,30820.87803502481,11360.079473744328,43504.64163653266,9463.690287030895,53501.749910782244,19.319836808859932,16.502896662695488,18.00448048592165,20.38997724519099,21.645107263529567,19.31241230105046,40.61174712997183,16.387771474072874,29.26914020756901,0.9778571919465263,1.2749604537936623,0.8497226323862961,200.8662379090874,210.28453085165086,医药
20240101,000010.SZ,37.54882405579882,38.4275502854618,37.295263584708316,37.66746920426024,37.66746920426024,0.0,163846.08967653193,61716.67537129229,14466.680562105577,44707.080980025945,617.1667537129229,41147.90130269444,14772.309484525615,46844.37904968734,-72602.80411414325,35.287647685135354,31.260119428393285,33.325220707383174,38.05263274167046,38.72471641339191,34.87803784488063,92.22572594568756,21.056651631941143,43.2712072291856,3.4180277454641645,6.437262727116719,1.6701893423231864,628.224936140155,715.0389430034762,机械
